"ITTER107","Territorio","TIPO_DATO4","Tipologia aggregato","BRANCA_ATTIVITAREV2","Ateco 2007","INQUINANTI","Elementi inquinanti/temi ambientali","FREQUENCY","Periodicità","T_BIS","Edizione","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","AE_T_CO2EQ","emissioni atmosferiche -tonnellate CO2 equivalenti-","E","fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","CO2_BM","anidride carbonica da biomassa utilizzata come combustibile","A","annuale","2022M1","Gen-2022","2020","2020",,"g","il fenomeno esiste, ma i dati non si conoscono per qualsiasi ragione"
"IT","Italia","AE_T_CO2EQ","emissioni atmosferiche -tonnellate CO2 equivalenti-","E","fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","SF6","esafluoruri","A","annuale","2022M1","Gen-2022","2019","2019",0,,
"IT","Italia","AE_T_CO2EQ","emissioni atmosferiche -tonnellate CO2 equivalenti-","E","fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","SF6","esafluoruri","A","annuale","2022M1","Gen-2022","2020","2020",0,"p","dato provvisorio"
"IT","Italia","AEEIS_T","emissioni atmosferiche - temi ambientali","E","fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","PAE","acidificazione (ton di potenziale acido equivalente PAE)","A","annuale","2022M1","Gen-2022","2019","2019",1242.3,,
"IT","Italia","AEEIS_T","emissioni atmosferiche - temi ambientali","E","fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","PAE","acidificazione (ton di potenziale acido equivalente PAE)","A","annuale","2022M1","Gen-2022","2020","2020",,"g","il fenomeno esiste, ma i dati non si conoscono per qualsiasi ragione"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","E36","raccolta, trattamento e fornitura di acqua","HG","mercurio (Hg)","A","annuale","2022M1","Gen-2022","2019","2019",0.4,,
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","E36","raccolta, trattamento e fornitura di acqua","SE","selenio (Se)","A","annuale","2022M1","Gen-2022","2019","2019",0.3,,
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","E37T39","gestione delle reti fognarie, attività di raccolta, trattamento e smaltimento dei rifiuti, recupero dei materiali, attività di risanamento e altri servizi di gestione dei rifiuti","CR","cromo (Cr)","A","annuale","2022M1","Gen-2022","2019","2019",625.9,,
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","E37T39","gestione delle reti fognarie, attività di raccolta, trattamento e smaltimento dei rifiuti, recupero dei materiali, attività di risanamento e altri servizi di gestione dei rifiuti","NI","nichel (Ni)","A","annuale","2022M1","Gen-2022","2019","2019",118.5,,
"IT","Italia","AE_T_CO2EQ","emissioni atmosferiche -tonnellate CO2 equivalenti-","E37T39","gestione delle reti fognarie, attività di raccolta, trattamento e smaltimento dei rifiuti, recupero dei materiali, attività di risanamento e altri servizi di gestione dei rifiuti","SF6","esafluoruri","A","annuale","2022M1","Gen-2022","2019","2019",0,,
"IT","Italia","AEEIS_T","emissioni atmosferiche - temi ambientali","E37T39","gestione delle reti fognarie, attività di raccolta, trattamento e smaltimento dei rifiuti, recupero dei materiali, attività di risanamento e altri servizi di gestione dei rifiuti","PAE","acidificazione (ton di potenziale acido equivalente PAE)","A","annuale","2022M1","Gen-2022","2019","2019",1135,,
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","GTU","servizi","NI","nichel (Ni)","A","annuale","2022M1","Gen-2022","2019","2019",18081.5,,
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","GTU","servizi","NI","nichel (Ni)","A","annuale","2022M1","Gen-2022","2020","2020",,"g","il fenomeno esiste, ma i dati non si conoscono per qualsiasi ragione"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","GTI","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione","CH4","metano","A","annuale","2022M1","Gen-2022","2019","2019",3482.2,,
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","GTI","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione","CH4","metano","A","annuale","2022M1","Gen-2022","2020","2020",3022.6,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","GTI","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione","NH3","ammoniaca","A","annuale","2022M1","Gen-2022","2019","2019",471,,
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","GTI","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione","NH3","ammoniaca","A","annuale","2022M1","Gen-2022","2020","2020",,"g","il fenomeno esiste, ma i dati non si conoscono per qualsiasi ragione"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","GTI","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione","PM10","particolato","A","annuale","2022M1","Gen-2022","2019","2019",43670.3,,
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","GTI","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione","PM10","particolato","A","annuale","2022M1","Gen-2022","2020","2020",,"g","il fenomeno esiste, ma i dati non si conoscono per qualsiasi ragione"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","GTI","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione","AS","arsenico (As)","A","annuale","2022M1","Gen-2022","2019","2019",571.7,,
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","GTI","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione","AS","arsenico (As)","A","annuale","2022M1","Gen-2022","2020","2020",,"g","il fenomeno esiste, ma i dati non si conoscono per qualsiasi ragione"
"IT","Italia","AE_T_CO2EQ","emissioni atmosferiche -tonnellate CO2 equivalenti-","GTI","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione","HFC","idrofluorocarburi","A","annuale","2022M1","Gen-2022","2019","2019",8566242.5,,
"IT","Italia","AE_T_CO2EQ","emissioni atmosferiche -tonnellate CO2 equivalenti-","GTI","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione","HFC","idrofluorocarburi","A","annuale","2022M1","Gen-2022","2020","2020",8463243.3,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","CR","cromo (Cr)","A","annuale","2022M1","Gen-2022","2019","2019",289.4,,
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","CR","cromo (Cr)","A","annuale","2022M1","Gen-2022","2020","2020",,"g","il fenomeno esiste, ma i dati non si conoscono per qualsiasi ragione"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","NI","nichel (Ni)","A","annuale","2022M1","Gen-2022","2019","2019",152.2,,
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","NI","nichel (Ni)","A","annuale","2022M1","Gen-2022","2020","2020",,"g","il fenomeno esiste, ma i dati non si conoscono per qualsiasi ragione"
"IT","Italia","AE_T_CO2EQ","emissioni atmosferiche -tonnellate CO2 equivalenti-","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","SF6","esafluoruri","A","annuale","2022M1","Gen-2022","2019","2019",5520.8,,
"IT","Italia","AE_T_CO2EQ","emissioni atmosferiche -tonnellate CO2 equivalenti-","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","SF6","esafluoruri","A","annuale","2022M1","Gen-2022","2020","2020",4060.7,"p","dato provvisorio"
"IT","Italia","AEEIS_T","emissioni atmosferiche - temi ambientali","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","PAE","acidificazione (ton di potenziale acido equivalente PAE)","A","annuale","2022M1","Gen-2022","2019","2019",419.9,,
"IT","Italia","AEEIS_T","emissioni atmosferiche - temi ambientali","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","PAE","acidificazione (ton di potenziale acido equivalente PAE)","A","annuale","2022M1","Gen-2022","2020","2020",,"g","il fenomeno esiste, ma i dati non si conoscono per qualsiasi ragione"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","D","fornitura di energia elettrica, gas, vapore e aria condizionata","NOX","ossidi di azoto","A","annuale","2022M1","Gen-2022","2019","2019",30232.4,,
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","D","fornitura di energia elettrica, gas, vapore e aria condizionata","NOX","ossidi di azoto","A","annuale","2022M1","Gen-2022","2020","2020",,"g","il fenomeno esiste, ma i dati non si conoscono per qualsiasi ragione"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","D","fornitura di energia elettrica, gas, vapore e aria condizionata","COVNM","composti organici volatili non metanici","A","annuale","2022M1","Gen-2022","2019","2019",21282.2,,
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","D","fornitura di energia elettrica, gas, vapore e aria condizionata","COVNM","composti organici volatili non metanici","A","annuale","2022M1","Gen-2022","2020","2020",,"g","il fenomeno esiste, ma i dati non si conoscono per qualsiasi ragione"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","E","fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","NI","nichel (Ni)","A","annuale","2022M1","Gen-2022","2019","2019",120.5,,
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","E","fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","NI","nichel (Ni)","A","annuale","2022M1","Gen-2022","2020","2020",,"g","il fenomeno esiste, ma i dati non si conoscono per qualsiasi ragione"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","E36","raccolta, trattamento e fornitura di acqua","NOX","ossidi di azoto","A","annuale","2022M1","Gen-2022","2019","2019",4927.7,,
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","E36","raccolta, trattamento e fornitura di acqua","COVNM","composti organici volatili non metanici","A","annuale","2022M1","Gen-2022","2019","2019",437.9,,
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","E36","raccolta, trattamento e fornitura di acqua","PM2_5","particolato fine","A","annuale","2022M1","Gen-2022","2019","2019",57.6,,
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","E36","raccolta, trattamento e fornitura di acqua","CD","cadmio (Cd)","A","annuale","2022M1","Gen-2022","2019","2019",0.3,,
"IT","Italia","AE_T_CO2EQ","emissioni atmosferiche -tonnellate CO2 equivalenti-","E36","raccolta, trattamento e fornitura di acqua","PFC","perfluorocarburi","A","annuale","2022M1","Gen-2022","2019","2019",0,,
"IT","Italia","AEEIS_T","emissioni atmosferiche - temi ambientali","E36","raccolta, trattamento e fornitura di acqua","GRHO","effetto serra (ton di CO2 equivalenti)","A","annuale","2022M1","Gen-2022","2019","2019",168298.2,,
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","F","costruzioni","PM2_5","particolato fine","A","annuale","2022M1","Gen-2022","2019","2019",1043.7,,
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","F","costruzioni","PM2_5","particolato fine","A","annuale","2022M1","Gen-2022","2020","2020",,"g","il fenomeno esiste, ma i dati non si conoscono per qualsiasi ragione"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","F","costruzioni","CD","cadmio (Cd)","A","annuale","2022M1","Gen-2022","2019","2019",17.2,,
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","F","costruzioni","CD","cadmio (Cd)","A","annuale","2022M1","Gen-2022","2020","2020",,"g","il fenomeno esiste, ma i dati non si conoscono per qualsiasi ragione"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","F","costruzioni","HG","mercurio (Hg)","A","annuale","2022M1","Gen-2022","2019","2019",10.8,,
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","F","costruzioni","HG","mercurio (Hg)","A","annuale","2022M1","Gen-2022","2020","2020",,"g","il fenomeno esiste, ma i dati non si conoscono per qualsiasi ragione"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","F","costruzioni","SE","selenio (Se)","A","annuale","2022M1","Gen-2022","2019","2019",31.3,,
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","F","costruzioni","SE","selenio (Se)","A","annuale","2022M1","Gen-2022","2020","2020",,"g","il fenomeno esiste, ma i dati non si conoscono per qualsiasi ragione"
"IT","Italia","AE_T_CO2EQ","emissioni atmosferiche -tonnellate CO2 equivalenti-","F","costruzioni","PFC","perfluorocarburi","A","annuale","2022M1","Gen-2022","2019","2019",0,,
"IT","Italia","AE_T_CO2EQ","emissioni atmosferiche -tonnellate CO2 equivalenti-","F","costruzioni","PFC","perfluorocarburi","A","annuale","2022M1","Gen-2022","2020","2020",0,"p","dato provvisorio"
"IT","Italia","AEEIS_T","emissioni atmosferiche - temi ambientali","F","costruzioni","GRHO","effetto serra (ton di CO2 equivalenti)","A","annuale","2022M1","Gen-2022","2019","2019",6048635.5,,
"IT","Italia","AEEIS_T","emissioni atmosferiche - temi ambientali","F","costruzioni","GRHO","effetto serra (ton di CO2 equivalenti)","A","annuale","2022M1","Gen-2022","2020","2020",5678256.2,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","GTU","servizi","CH4","metano","A","annuale","2022M1","Gen-2022","2019","2019",3986.9,,
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","GTU","servizi","CH4","metano","A","annuale","2022M1","Gen-2022","2020","2020",3514.6,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","GTU","servizi","NH3","ammoniaca","A","annuale","2022M1","Gen-2022","2019","2019",582,,
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","GTU","servizi","NH3","ammoniaca","A","annuale","2022M1","Gen-2022","2020","2020",,"g","il fenomeno esiste, ma i dati non si conoscono per qualsiasi ragione"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","GTI","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione","CU","rame (Cu)","A","annuale","2022M1","Gen-2022","2019","2019",27683.5,,
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","GTI","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione","CU","rame (Cu)","A","annuale","2022M1","Gen-2022","2020","2020",,"g","il fenomeno esiste, ma i dati non si conoscono per qualsiasi ragione"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","GTI","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione","PB","piombo (Pb)","A","annuale","2022M1","Gen-2022","2019","2019",7300.3,,
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","GTI","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione","PB","piombo (Pb)","A","annuale","2022M1","Gen-2022","2020","2020",,"g","il fenomeno esiste, ma i dati non si conoscono per qualsiasi ragione"
"IT","Italia","AEEIS_T","emissioni atmosferiche - temi ambientali","GTI","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione","POT","ozono troposferico (ton di potenziale di ozono troposferico POT)","A","annuale","2022M1","Gen-2022","2019","2019",615383.6,,
"IT","Italia","AEEIS_T","emissioni atmosferiche - temi ambientali","GTI","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione","POT","ozono troposferico (ton di potenziale di ozono troposferico POT)","A","annuale","2022M1","Gen-2022","2020","2020",,"g","il fenomeno esiste, ma i dati non si conoscono per qualsiasi ragione"
"IT","Italia","AE_T_CO2EQ","emissioni atmosferiche -tonnellate CO2 equivalenti-","GTI","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione","NF3","trifloruro di azoto","A","annuale","2022M1","Gen-2022","2019","2019",0,,
"IT","Italia","AE_T_CO2EQ","emissioni atmosferiche -tonnellate CO2 equivalenti-","GTI","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione","NF3","trifloruro di azoto","A","annuale","2022M1","Gen-2022","2020","2020",0,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","N2O","protossido di azoto","A","annuale","2022M1","Gen-2022","2019","2019",267.3,,
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","N2O","protossido di azoto","A","annuale","2022M1","Gen-2022","2020","2020",259,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","SOX","ossidi di zolfo","A","annuale","2022M1","Gen-2022","2019","2019",60,,
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","SOX","ossidi di zolfo","A","annuale","2022M1","Gen-2022","2020","2020",,"g","il fenomeno esiste, ma i dati non si conoscono per qualsiasi ragione"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","CO","monossido di carbonio","A","annuale","2022M1","Gen-2022","2019","2019",8753,,
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","CO","monossido di carbonio","A","annuale","2022M1","Gen-2022","2020","2020",,"g","il fenomeno esiste, ma i dati non si conoscono per qualsiasi ragione"
"IT","Italia","AE_T_CO2EQ","emissioni atmosferiche -tonnellate CO2 equivalenti-","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","CO2_BM","anidride carbonica da biomassa utilizzata come combustibile","A","annuale","2022M1","Gen-2022","2019","2019",338061.5,,
"IT","Italia","AE_T_CO2EQ","emissioni atmosferiche -tonnellate CO2 equivalenti-","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","CO2_BM","anidride carbonica da biomassa utilizzata come combustibile","A","annuale","2022M1","Gen-2022","2020","2020",,"g","il fenomeno esiste, ma i dati non si conoscono per qualsiasi ragione"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","G45","commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli","PB","piombo (Pb)","A","annuale","2022M1","Gen-2022","2019","2019",54,,
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","E","fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","CO2","anidride carbonica (escluso combustione da biomassa)","A","annuale","2022M1","Gen-2022","2019","2019",7617069.5,,
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","E","fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","CO2","anidride carbonica (escluso combustione da biomassa)","A","annuale","2022M1","Gen-2022","2020","2020",6785647.9,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","E","fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","NOX","ossidi di azoto","A","annuale","2022M1","Gen-2022","2019","2019",27705.1,,
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","E","fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","NOX","ossidi di azoto","A","annuale","2022M1","Gen-2022","2020","2020",,"g","il fenomeno esiste, ma i dati non si conoscono per qualsiasi ragione"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","E","fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","COVNM","composti organici volatili non metanici","A","annuale","2022M1","Gen-2022","2019","2019",34684.8,,
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","E","fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","COVNM","composti organici volatili non metanici","A","annuale","2022M1","Gen-2022","2020","2020",,"g","il fenomeno esiste, ma i dati non si conoscono per qualsiasi ragione"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","E","fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","PM2_5","particolato fine","A","annuale","2022M1","Gen-2022","2019","2019",364.2,,
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","E","fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","PM2_5","particolato fine","A","annuale","2022M1","Gen-2022","2020","2020",,"g","il fenomeno esiste, ma i dati non si conoscono per qualsiasi ragione"
"IT","Italia","AE_T_CO2EQ","emissioni atmosferiche -tonnellate CO2 equivalenti-","E","fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","PFC","perfluorocarburi","A","annuale","2022M1","Gen-2022","2019","2019",0,,
"IT","Italia","AE_T_CO2EQ","emissioni atmosferiche -tonnellate CO2 equivalenti-","E","fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","PFC","perfluorocarburi","A","annuale","2022M1","Gen-2022","2020","2020",0,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","E37T39","gestione delle reti fognarie, attività di raccolta, trattamento e smaltimento dei rifiuti, recupero dei materiali, attività di risanamento e altri servizi di gestione dei rifiuti","COVNM","composti organici volatili non metanici","A","annuale","2022M1","Gen-2022","2019","2019",34246.9,,
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","E37T39","gestione delle reti fognarie, attività di raccolta, trattamento e smaltimento dei rifiuti, recupero dei materiali, attività di risanamento e altri servizi di gestione dei rifiuti","PM2_5","particolato fine","A","annuale","2022M1","Gen-2022","2019","2019",306.6,,
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","E37T39","gestione delle reti fognarie, attività di raccolta, trattamento e smaltimento dei rifiuti, recupero dei materiali, attività di risanamento e altri servizi di gestione dei rifiuti","CD","cadmio (Cd)","A","annuale","2022M1","Gen-2022","2019","2019",98.9,,
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","E37T39","gestione delle reti fognarie, attività di raccolta, trattamento e smaltimento dei rifiuti, recupero dei materiali, attività di risanamento e altri servizi di gestione dei rifiuti","HG","mercurio (Hg)","A","annuale","2022M1","Gen-2022","2019","2019",195.3,,
"IT","Italia","AE_T_CO2EQ","emissioni atmosferiche -tonnellate CO2 equivalenti-","E37T39","gestione delle reti fognarie, attività di raccolta, trattamento e smaltimento dei rifiuti, recupero dei materiali, attività di risanamento e altri servizi di gestione dei rifiuti","PFC","perfluorocarburi","A","annuale","2022M1","Gen-2022","2019","2019",0,,
"IT","Italia","AEEIS_T","emissioni atmosferiche - temi ambientali","E37T39","gestione delle reti fognarie, attività di raccolta, trattamento e smaltimento dei rifiuti, recupero dei materiali, attività di risanamento e altri servizi di gestione dei rifiuti","GRHO","effetto serra (ton di CO2 equivalenti)","A","annuale","2022M1","Gen-2022","2019","2019",24361826.4,,
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","F","costruzioni","CH4","metano","A","annuale","2022M1","Gen-2022","2019","2019",118,,
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","F","costruzioni","CH4","metano","A","annuale","2022M1","Gen-2022","2020","2020",114,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","GTU","servizi","CD","cadmio (Cd)","A","annuale","2022M1","Gen-2022","2019","2019",167.3,,
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","GTU","servizi","CD","cadmio (Cd)","A","annuale","2022M1","Gen-2022","2020","2020",,"g","il fenomeno esiste, ma i dati non si conoscono per qualsiasi ragione"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","GTU","servizi","HG","mercurio (Hg)","A","annuale","2022M1","Gen-2022","2019","2019",88.3,,
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","GTU","servizi","HG","mercurio (Hg)","A","annuale","2022M1","Gen-2022","2020","2020",,"g","il fenomeno esiste, ma i dati non si conoscono per qualsiasi ragione"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","GTU","servizi","SE","selenio (Se)","A","annuale","2022M1","Gen-2022","2019","2019",1414.7,,
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","GTU","servizi","SE","selenio (Se)","A","annuale","2022M1","Gen-2022","2020","2020",,"g","il fenomeno esiste, ma i dati non si conoscono per qualsiasi ragione"
"IT","Italia","AEEIS_T","emissioni atmosferiche - temi ambientali","GTU","servizi","GRHO","effetto serra (ton di CO2 equivalenti)","A","annuale","2022M1","Gen-2022","2019","2019",76287019.5,,
"IT","Italia","AEEIS_T","emissioni atmosferiche - temi ambientali","GTU","servizi","GRHO","effetto serra (ton di CO2 equivalenti)","A","annuale","2022M1","Gen-2022","2020","2020",64827206.5,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","GTI","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione","N2O","protossido di azoto","A","annuale","2022M1","Gen-2022","2019","2019",1752.4,,
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","GTI","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione","N2O","protossido di azoto","A","annuale","2022M1","Gen-2022","2020","2020",1491.3,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","GTI","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli, trasporto e magazzinaggio, servizi di alloggio e di ristorazione","SOX","ossidi di zolfo","A","annuale","2022M1","Gen-2022","2019","2019",273718.4,,
