"ITTER107","Territorio","TIPO_DATO4","Tipologia aggregato","BRANCA_ATTIVITAREV2","Ateco 2007","INQUINANTI","Elementi inquinanti/temi ambientali","FREQUENCY","Periodicità","T_BIS","Edizione","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","_T","totale attività economiche","COVNM","composti organici volatili non metanici","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","_T","totale attività economiche","PM2_5","particolato fine","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","_T","totale attività economiche","CD","cadmio (Cd)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T_CO2EQ","emissioni atmosferiche -tonnellate CO2 equivalenti-","_T","totale attività economiche","PFC","perfluorocarburi","A","annuale","2021M1","Gen-2021","2019","2019",1624014,"p","dato provvisorio"
"IT","Italia","AEEIS_T","emissioni atmosferiche - temi ambientali","_T","totale attività economiche","GRHO","effetto serra (ton di CO2 equivalenti)","A","annuale","2021M1","Gen-2021","2019","2019",320367487.6,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","A","agricoltura, silvicoltura e pesca","CH4","metano","A","annuale","2021M1","Gen-2021","2019","2019",749620.5,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","A","agricoltura, silvicoltura e pesca","NH3","ammoniaca","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","A01","produzioni vegetali e animali, caccia e servizi connessi","HG","mercurio (Hg)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","A01","produzioni vegetali e animali, caccia e servizi connessi","SE","selenio (Se)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","A02","silvicoltura e utilizzo di aree forestali","CR","cromo (Cr)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","A02","silvicoltura e utilizzo di aree forestali","NI","nichel (Ni)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T_CO2EQ","emissioni atmosferiche -tonnellate CO2 equivalenti-","A02","silvicoltura e utilizzo di aree forestali","SF6","esafluoruri","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEEIS_T","emissioni atmosferiche - temi ambientali","A02","silvicoltura e utilizzo di aree forestali","PAE","acidificazione (ton di potenziale acido equivalente PAE)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","A03","pesca e acquicoltura","NH3","ammoniaca","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","A03","pesca e acquicoltura","PM10","particolato","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","A03","pesca e acquicoltura","AS","arsenico (As)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","A03","pesca e acquicoltura","CU","rame (Cu)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T_CO2EQ","emissioni atmosferiche -tonnellate CO2 equivalenti-","A03","pesca e acquicoltura","HFC","idrofluorocarburi","A","annuale","2021M1","Gen-2021","2019","2019",2002.3,"p","dato provvisorio"
"IT","Italia","AEEIS_T","emissioni atmosferiche - temi ambientali","A03","pesca e acquicoltura","POT","ozono troposferico (ton di potenziale di ozono troposferico POT)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T_CO2EQ","emissioni atmosferiche -tonnellate CO2 equivalenti-","A03","pesca e acquicoltura","NF3","trifloruro di azoto","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","BTF","attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento, costruzioni","CO2","anidride carbonica (escluso combustione da biomassa)","A","annuale","2021M1","Gen-2021","2019","2019",177258659.2,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","BTF","attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento, costruzioni","NOX","ossidi di azoto","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","BTF","attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento, costruzioni","COVNM","composti organici volatili non metanici","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","BTF","attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento, costruzioni","PM2_5","particolato fine","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T_CO2EQ","emissioni atmosferiche -tonnellate CO2 equivalenti-","BTF","attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento, costruzioni","PFC","perfluorocarburi","A","annuale","2021M1","Gen-2021","2019","2019",1624014,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","BTE","attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","N2O","protossido di azoto","A","annuale","2021M1","Gen-2021","2019","2019",11712,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","BTE","attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","SOX","ossidi di zolfo","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","A","agricoltura, silvicoltura e pesca","PM2_5","particolato fine","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","A","agricoltura, silvicoltura e pesca","CD","cadmio (Cd)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","A","agricoltura, silvicoltura e pesca","HG","mercurio (Hg)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","A","agricoltura, silvicoltura e pesca","SE","selenio (Se)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T_CO2EQ","emissioni atmosferiche -tonnellate CO2 equivalenti-","A","agricoltura, silvicoltura e pesca","PFC","perfluorocarburi","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEEIS_T","emissioni atmosferiche - temi ambientali","A","agricoltura, silvicoltura e pesca","GRHO","effetto serra (ton di CO2 equivalenti)","A","annuale","2021M1","Gen-2021","2019","2019",39161485.8,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","A01","produzioni vegetali e animali, caccia e servizi connessi","CH4","metano","A","annuale","2021M1","Gen-2021","2019","2019",749242.6,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","A01","produzioni vegetali e animali, caccia e servizi connessi","NH3","ammoniaca","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","A01","produzioni vegetali e animali, caccia e servizi connessi","PM10","particolato","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T_CO2EQ","emissioni atmosferiche -tonnellate CO2 equivalenti-","A01","produzioni vegetali e animali, caccia e servizi connessi","HFC","idrofluorocarburi","A","annuale","2021M1","Gen-2021","2019","2019",88005.8,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","A02","silvicoltura e utilizzo di aree forestali","CO2","anidride carbonica (escluso combustione da biomassa)","A","annuale","2021M1","Gen-2021","2019","2019",74708.7,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","A02","silvicoltura e utilizzo di aree forestali","NOX","ossidi di azoto","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","BTF","attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento, costruzioni","NI","nichel (Ni)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","BTE","attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","AS","arsenico (As)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","BTE","attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","CU","rame (Cu)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","BTE","attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","PB","piombo (Pb)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEEIS_T","emissioni atmosferiche - temi ambientali","BTE","attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","POT","ozono troposferico (ton di potenziale di ozono troposferico POT)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T_CO2EQ","emissioni atmosferiche -tonnellate CO2 equivalenti-","BTE","attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","NF3","trifloruro di azoto","A","annuale","2021M1","Gen-2021","2019","2019",22132,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","B","industria estrattiva","CH4","metano","A","annuale","2021M1","Gen-2021","2019","2019",18284.1,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","B","industria estrattiva","NH3","ammoniaca","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","_T","totale attività economiche","CO2","anidride carbonica (escluso combustione da biomassa)","A","annuale","2021M1","Gen-2021","2019","2019",247801607.8,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","_T","totale attività economiche","NOX","ossidi di azoto","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","A","agricoltura, silvicoltura e pesca","CR","cromo (Cr)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","A","agricoltura, silvicoltura e pesca","NI","nichel (Ni)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEEIS_T","emissioni atmosferiche - temi ambientali","A","agricoltura, silvicoltura e pesca","PAE","acidificazione (ton di potenziale acido equivalente PAE)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","A01","produzioni vegetali e animali, caccia e servizi connessi","COVNM","composti organici volatili non metanici","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","A01","produzioni vegetali e animali, caccia e servizi connessi","PM2_5","particolato fine","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","A01","produzioni vegetali e animali, caccia e servizi connessi","CD","cadmio (Cd)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T_CO2EQ","emissioni atmosferiche -tonnellate CO2 equivalenti-","A01","produzioni vegetali e animali, caccia e servizi connessi","PFC","perfluorocarburi","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEEIS_T","emissioni atmosferiche - temi ambientali","A01","produzioni vegetali e animali, caccia e servizi connessi","GRHO","effetto serra (ton di CO2 equivalenti)","A","annuale","2021M1","Gen-2021","2019","2019",38502134.7,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","A02","silvicoltura e utilizzo di aree forestali","CH4","metano","A","annuale","2021M1","Gen-2021","2019","2019",32,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","A03","pesca e acquicoltura","CH4","metano","A","annuale","2021M1","Gen-2021","2019","2019",345.9,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","BTF","attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento, costruzioni","CD","cadmio (Cd)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","BTF","attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento, costruzioni","HG","mercurio (Hg)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","BTF","attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento, costruzioni","SE","selenio (Se)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEEIS_T","emissioni atmosferiche - temi ambientali","BTF","attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento, costruzioni","GRHO","effetto serra (ton di CO2 equivalenti)","A","annuale","2021M1","Gen-2021","2019","2019",208492231.5,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","BTE","attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","HG","mercurio (Hg)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","BTE","attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","SE","selenio (Se)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","B","industria estrattiva","N2O","protossido di azoto","A","annuale","2021M1","Gen-2021","2019","2019",569.7,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","_T","totale attività economiche","HG","mercurio (Hg)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","_T","totale attività economiche","SE","selenio (Se)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","A","agricoltura, silvicoltura e pesca","N2O","protossido di azoto","A","annuale","2021M1","Gen-2021","2019","2019",37860.2,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","A01","produzioni vegetali e animali, caccia e servizi connessi","N2O","protossido di azoto","A","annuale","2021M1","Gen-2021","2019","2019",37838.3,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","A01","produzioni vegetali e animali, caccia e servizi connessi","SOX","ossidi di zolfo","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","A02","silvicoltura e utilizzo di aree forestali","CU","rame (Cu)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","A02","silvicoltura e utilizzo di aree forestali","PB","piombo (Pb)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEEIS_T","emissioni atmosferiche - temi ambientali","A02","silvicoltura e utilizzo di aree forestali","POT","ozono troposferico (ton di potenziale di ozono troposferico POT)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T_CO2EQ","emissioni atmosferiche -tonnellate CO2 equivalenti-","A02","silvicoltura e utilizzo di aree forestali","NF3","trifloruro di azoto","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","A03","pesca e acquicoltura","N2O","protossido di azoto","A","annuale","2021M1","Gen-2021","2019","2019",18.6,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","A03","pesca e acquicoltura","SOX","ossidi di zolfo","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","A03","pesca e acquicoltura","CO","monossido di carbonio","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T_CO2EQ","emissioni atmosferiche -tonnellate CO2 equivalenti-","A03","pesca e acquicoltura","CO2_BM","anidride carbonica da biomassa utilizzata come combustibile","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T_CO2EQ","emissioni atmosferiche -tonnellate CO2 equivalenti-","A03","pesca e acquicoltura","SF6","esafluoruri","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","BTE","attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","CO","monossido di carbonio","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","BTE","attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","CR","cromo (Cr)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","BTE","attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","NI","nichel (Ni)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","_T","totale attività economiche","CU","rame (Cu)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","_T","totale attività economiche","PB","piombo (Pb)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEEIS_T","emissioni atmosferiche - temi ambientali","_T","totale attività economiche","POT","ozono troposferico (ton di potenziale di ozono troposferico POT)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T_CO2EQ","emissioni atmosferiche -tonnellate CO2 equivalenti-","_T","totale attività economiche","NF3","trifloruro di azoto","A","annuale","2021M1","Gen-2021","2019","2019",22132,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","A","agricoltura, silvicoltura e pesca","PB","piombo (Pb)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","A01","produzioni vegetali e animali, caccia e servizi connessi","CO2","anidride carbonica (escluso combustione da biomassa)","A","annuale","2021M1","Gen-2021","2019","2019",8407255.4,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","A01","produzioni vegetali e animali, caccia e servizi connessi","NOX","ossidi di azoto","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","A02","silvicoltura e utilizzo di aree forestali","SE","selenio (Se)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","A03","pesca e acquicoltura","CO2","anidride carbonica (escluso combustione da biomassa)","A","annuale","2021M1","Gen-2021","2019","2019",563778.7,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","A03","pesca e acquicoltura","NOX","ossidi di azoto","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","A03","pesca e acquicoltura","COVNM","composti organici volatili non metanici","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","BTF","attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento, costruzioni","N2O","protossido di azoto","A","annuale","2021M1","Gen-2021","2019","2019",11879.7,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","BTE","attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","NOX","ossidi di azoto","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","BTE","attività estrattiva, attività manifatturiere, fornitura di energia elettrica, gas, vapore e aria condizionata, fornitura di acqua, reti fognarie, attività di trattamento dei rifiuti e risanamento","COVNM","composti organici volatili non metanici","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","_T","totale attività economiche","CH4","metano","A","annuale","2021M1","Gen-2021","2019","2019",1576794.4,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","_T","totale attività economiche","NH3","ammoniaca","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","_T","totale attività economiche","PM10","particolato","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","_T","totale attività economiche","AS","arsenico (As)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T_CO2EQ","emissioni atmosferiche -tonnellate CO2 equivalenti-","_T","totale attività economiche","HFC","idrofluorocarburi","A","annuale","2021M1","Gen-2021","2019","2019",15226023.7,"p","dato provvisorio"
"IT","Italia","AE_T","emissioni atmosferiche - (tonnellate)","A","agricoltura, silvicoltura e pesca","PM10","particolato","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","A","agricoltura, silvicoltura e pesca","AS","arsenico (As)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","A","agricoltura, silvicoltura e pesca","CU","rame (Cu)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T_CO2EQ","emissioni atmosferiche -tonnellate CO2 equivalenti-","A","agricoltura, silvicoltura e pesca","HFC","idrofluorocarburi","A","annuale","2021M1","Gen-2021","2019","2019",92876,"p","dato provvisorio"
"IT","Italia","AEEIS_T","emissioni atmosferiche - temi ambientali","A","agricoltura, silvicoltura e pesca","POT","ozono troposferico (ton di potenziale di ozono troposferico POT)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AE_T_CO2EQ","emissioni atmosferiche -tonnellate CO2 equivalenti-","A","agricoltura, silvicoltura e pesca","NF3","trifloruro di azoto","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","A01","produzioni vegetali e animali, caccia e servizi connessi","AS","arsenico (As)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","A01","produzioni vegetali e animali, caccia e servizi connessi","CU","rame (Cu)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
"IT","Italia","AEHM_K","emissioni atmosferiche - metalli pesanti (chilogrammi)","A01","produzioni vegetali e animali, caccia e servizi connessi","PB","piombo (Pb)","A","annuale","2021M1","Gen-2021","2019","2019",0,"p","dato provvisorio"
